bairros_sp,causa_afastamento_1,causa_afastamento_2,causa_afastamento_3,motivo_desligamento,cbo,cnae_classe,distritos_sp,vinculo_ativo_31dez,faixa_etaria,faixa_hora_contrat,faixa_remun_dezem_sm,faixa_remun_media_sm,faixa_tempo_emprego,escolaridade,qtd_hora_contr,idade,ind_simples,mes_admissao,mes_desligamento,municipio,natureza_juridica,ind_portador_defic,qtd_dias_afastamento,raca_cor,vl_remun_dezembro_nom,vl_remun_dezembro_sm,vl_remun_media_nom,vl_remun_media_sm,cnae_subclasse,sexo_trabalhador,tamanho_estabelecimento,tempo_emprego,tipo_admissao,tipo_estab41,tipo_estab42,tipo_defic,tipo_vinculo,ind_trab_intermitente,ind_trab_parcial,ano,cod_siaf_municipio,cod_ibge_municipio,cod_tse_municipio,nome_municipio,nome_municipio_sem_acento,ocupacao,setor,contribuinte_senai,nome_tipo_vinculo,nome_genero,nivel_escolaridade,segmentacao_escolaridade
9999,10,10,40,0,724410,25136,9999,1,4,6,8,5,7,7,44,27,0,0,0,355170,2062,N,17,2,0000003693.32,000005.10,0000002567.63,000003.54,2513600,1,9,91.0,0,1,CNPJ,N,10,N,N,2014,7135,3551702,71358,SERTÃOZINHO,SERTAOZINHO,Caldeireiro (Chapas de Ferro e Aco),Indústria Metalmecânica,CONTRIBUINTE,CLT U/PJ IND,,,
9999,20,20,99,0,411005,25926,9999,1,3,6,4,2,3,7,44,21,0,3,0,353080,2062,N,92,8,0000001205.26,000001.52,0000001191.29,000001.50,2592601,1,5,9.8,2,1,CNPJ,N,20,N,N,2015,6717,3530805,67172,MOGI MIRIM,MOGI MIRIM,"Auxiliar de Escritorio, em Geral",Indústria Metalmecânica,CONTRIBUINTE,CLT R/PJ IND,,,
9999,40,10,40,0,514205,38114,9999,1,5,6,5,3,3,4,44,37,0,2,0,354340,2054,N,7,8,0000001695.95,000002.50,0000001208.40,000001.77,3811400,1,10,10.9,2,1,CNPJ,N,10,N,N,2013,6969,3543402,69698,RIBEIRÃO PRETO,RIBEIRAO PRETO,Coletor de Lixo Domiciliar,Indústria Química,NÃO,CLT U/PJ IND,,,
9999,40,10,99,0,514325,56201,9999,1,7,6,99,2,4,3,44,56,0,0,0,350950,2054,N,285,8,0000000000.00,000000.00,0000000748.18,000001.09,5620101,2,10,20.2,0,1,CNPJ,N,10,N,N,2013,6291,3509502,62910,CAMPINAS,CAMPINAS,Trabalhador da Manutenção de Edificações,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
99,10,10,99,0,517215,84116,80,1,6,5,8,6,8,9,40,45,0,0,0,355030,1031,N,144,99,0000005499.27,000005.51,0000004496.55,000004.49,8411600,2,10,265.6,0,1,CNPJ,N,30,N,N,2019,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
1264,40,10,{ñ class},0,354135,21211,71,1,5,5,9,8,7,9,40,33,0,0,0,355030,2062,N,351,2,0000003750.54,000009.03,0000003083.43,000007.42,2121101,2,8,94.6,0,1,CNPJ,N,10,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Tecnico de Vendas,Indústria da Saúde,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,99,0,632120,38114,9999,1,6,6,3,2,3,7,44,41,0,1,0,350160,2062,N,215,2,0000000801.00,000001.28,0000000714.34,000001.14,3811400,2,8,11.7,2,1,CNPJ,N,10,N,N,2012,6131,3501608,61310,AMERICANA,AMERICANA,Operador de Motosserra,Indústria Química,NÃO,CLT U/PJ IND,,,
{ñ class},40,10,{ñ class},0,415210,53105,{ñ class},1,5,6,5,4,5,5,44,33,0,11,0,355030,2011,N,365,9,0000000904.52,000002.58,0000000904.52,000002.58,5310501,1,8,25.9,0,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Operador de Triagem e Transbordo,Logística,CONTRIBUINTE,CLT U/PJ IND,,,
9999,40,10,99,0,414205,29492,9999,1,7,6,8,6,8,7,44,50,0,0,0,351380,2062,N,90,2,0000005507.64,000005.87,0000003870.91,000004.12,2949299,1,7,357.9,0,1,CNPJ,N,10,N,N,2017,6377,3513801,63770,DIADEMA,DIADEMA,Apontador de Mao-De-Obra,Indústria Automotiva,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,10,0,622020,1130,9999,1,5,6,4,2,8,2,44,36,0,0,0,352970,4081,N,349,2,0000001111.13,000001.53,0000000811.14,000001.11,113000,2,10,154.9,0,3,CEI,N,25,N,N,2014,6695,3529708,66958,MIGUELÓPOLIS,MIGUELOPOLIS,Trabalhador Volante da Agricultura,"Óleo, Gás, Biocombustível e Energia",NÃO,CLT R/PF IND,,,
9999,70,10,99,0,521110,47814,9999,1,3,6,99,2,4,6,44,19,1,0,0,351380,2062,N,154,2,0000000000.00,000000.00,0000000821.45,000001.20,4781400,1,3,15.4,0,1,CNPJ,N,10,N,N,2013,6377,3513801,63770,DIADEMA,DIADEMA,Vendedor de Comercio Varejista,Indústria Têxtil-Vestuária e Couro-Calçadista,NÃO,CLT U/PJ IND,,,
9999,40,10,{ñ class},0,784205,23303,9999,1,7,6,{ñ class},1,7,3,44,51,1,0,0,354870,2062,N,355,2,0000000000.00,000000.00,0000000272.74,000000.71,2330302,1,5,91.9,0,1,CNPJ,N,10,N,N,2008,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,Alimentador de Linha de Producao,Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
1638,10,10,{ñ class},0,848310,56201,92,1,5,6,{ñ class},2,6,5,44,31,1,0,0,355030,2054,N,190,8,0000000000.00,000000.00,0000000520.30,000001.41,5620104,2,10,54.9,0,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Confeiteiro,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,20,20,50,0,421125,47113,9999,1,5,6,4,3,4,7,44,33,0,0,0,350920,2054,N,168,8,0000001280.87,000001.76,0000001149.76,000001.58,4711302,2,7,13.3,0,1,CNPJ,N,10,N,N,2014,6285,3509205,62855,CAJAMAR,CAJAMAR,Operador de Caixa,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
{ñ class},40,10,40,0,395105,85325,13,1,5,5,6,5,6,6,40,30,0,7,0,355030,1112,N,4,2,0000001108.76,000003.16,0000001053.16,000003.11,8532500,2,10,41.4,0,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Tecnico de Apoio em Pesquisa e Desenvolvimento (Exceto Agropecuario e Florestal),Outros,NÃO,CLT U/PJ IND,,,
9999,20,20,{ñ class},0,516305,45111,9999,1,3,6,4,2,3,6,44,18,1,5,0,355240,2135,N,33,2,0000000598.00,000001.57,0000000533.22,000001.39,4511102,1,2,7.9,1,1,CNPJ,N,10,N,N,2007,7149,3552403,71498,SUMARÉ,SUMARE,"Lavadeiro, em Geral",Indústria Automotiva,NÃO,CLT U/PJ IND,,,
2,10,10,{ñ class},0,622010,85325,28,1,5,6,3,3,7,4,44,39,0,0,0,355030,3999,N,49,8,0000000472.03,000001.13,0000000693.05,000001.68,8532500,1,8,87.9,0,1,CNPJ,N,10,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Jardineiro,Outros,NÃO,CLT U/PJ IND,,,
9999,10,10,99,0,513425,86101,9999,1,7,6,99,2,8,5,44,53,0,0,0,351880,2062,N,365,8,0000000000.00,000000.00,0000000812.12,000001.02,8610101,2,9,330.7,0,1,CNPJ,N,10,N,N,2015,6477,3518800,64777,GUARULHOS,GUARULHOS,Copeiro,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
1799,10,10,{ñ class},0,715525,41204,82,1,6,6,5,3,5,2,44,47,0,0,0,355030,2062,N,46,2,0000000785.40,000002.06,0000000721.85,000001.93,4120400,1,7,27.8,0,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Carpinteiro de Obras,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
9999,20,20,40,0,991405,93298,9999,1,5,6,3,2,5,4,44,39,1,0,0,351050,2062,N,0,2,0000000514.08,000001.35,0000000496.94,000001.30,9329899,1,4,30.9,0,1,CNPJ,N,10,N,N,2007,6311,3510500,63118,CARAGUATATUBA,CARAGUATATUBA,Trabalhador da Manutencao de Edificacoes,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,40,10,40,0,622110,10716,9999,1,4,6,5,4,3,4,44,26,0,2,0,355170,2062,N,15,8,0000001727.50,000002.19,0000001654.02,000002.09,1071600,1,10,10.8,2,1,CNPJ,N,10,N,N,2015,7135,3551702,71358,SERTÃOZINHO,SERTAOZINHO,Trabalhador da Cultura de Cana-De-Acucar,"Óleo, Gás, Biocombustível e Energia",CONTRIBUINTE,CLT U/PJ IND,,,
9999,20,10,99,0,724315,46656,9999,1,5,6,3,2,4,5,44,32,1,0,0,352930,2062,N,39,8,0000001324.96,000001.50,0000001165.67,000001.31,4665600,2,2,20.9,0,1,CNPJ,N,10,N,N,2016,6687,3529302,66877,MATÃO,MATAO,Soldador,Indústria Metalmecânica,NÃO,CLT U/PJ IND,,,
788,10,10,{ñ class},0,848510,47229,43,1,4,6,4,2,7,4,44,26,0,8,0,355030,2062,N,365,4,0000000572.00,000001.63,0000000478.50,000001.41,4722901,1,3,88.9,0,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Acougueiro,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,521130,47725,9999,1,3,6,4,3,1,7,44,18,1,12,0,352390,2135,N,28,2,0000000656.00,000001.58,0000000656.00,000001.58,4772500,1,2,0.9,1,1,CNPJ,N,10,N,N,2008,6579,3523909,65790,ITU,ITU,Atendente de Farmacia - Balconista,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
47,40,20,40,0,411005,86402,43,1,4,5,4,3,6,7,40,27,0,0,0,355030,3069,N,5,2,0000001590.09,000001.59,0000001575.97,000001.57,8640205,2,8,54.5,0,1,CNPJ,N,10,N,N,2019,7107,3550308,71072,SÃO PAULO,SAO PAULO,"Auxiliar de Escritorio, em Geral",Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,40,20,{ñ class},0,411030,15319,9999,1,4,6,{ñ class},{ñ class},7,8,44,28,0,0,0,350650,2062,N,365,2,0000000000.00,000000.00,0000000000.00,000000.00,1531901,1,9,107.6,0,1,CNPJ,N,10,N,N,2009,6229,3506508,62294,BIRIGUI,BIRIGUI,Auxiliar de Pessoal,Indústria Têxtil-Vestuária e Couro-Calçadista,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,99,0,331105,84116,9999,1,6,4,8,7,8,9,25,41,0,0,0,351880,1031,N,6,99,0000005353.31,000006.79,0000005481.45,000006.95,8411600,2,10,142.3,0,1,CNPJ,N,31,N,N,2015,6477,3518800,64777,GUARULHOS,GUARULHOS,Professor de Nivel Medio na Educacao Infantil,Outros,NÃO,ESTAT RGPS,,,
9999,10,10,99,0,411005,47113,9999,1,3,6,99,2,3,6,44,18,0,6,0,354850,2062,N,182,2,0000000000.00,000000.00,0000001027.82,000001.41,4711302,2,5,6.9,2,1,CNPJ,N,10,N,N,2014,7071,3548500,70718,SANTOS,SANTOS,"Auxiliar de Escritorio, em Geral",Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,70,10,10,0,318505,84116,9999,1,6,5,5,5,8,9,40,40,0,0,0,355710,1031,N,18,{ñ class},0000001121.18,000002.95,0000001221.17,000003.27,8411600,2,10,234.0,0,1,CNPJ,N,31,N,N,2007,7245,3557105,72451,VOTUPORANGA,VOTUPORANGA,Desenhista Projetista de Arquitetura,Outros,NÃO,ESTAT RGPS,,,
9999,40,10,99,0,421125,52214,9999,1,6,6,4,3,7,7,44,43,0,0,0,354870,2046,N,364,2,0000001201.00,000001.77,0000001195.18,000001.76,5221400,1,9,102.5,0,1,CNPJ,N,10,N,N,2013,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,Operador de Caixa,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,99,0,992225,38114,9999,1,3,6,3,2,4,4,44,22,0,0,0,350160,2062,N,67,8,0000000891.19,000001.01,0000000988.59,000001.11,3811400,1,9,14.9,0,1,CNPJ,N,10,N,N,2016,6131,3501608,61310,AMERICANA,AMERICANA,Auxiliar Geral de Conservacao de Vias Permanentes (Exceto Trilhos),Indústria Química,NÃO,CLT U/PJ IND,,,
9999,10,10,99,0,724220,45307,9999,1,6,6,99,1,3,5,44,44,1,1,0,350210,2135,N,176,2,0000000000.00,000000.00,0000000817.13,000000.85,4530701,1,3,11.5,2,1,CNPJ,N,10,N,N,2018,6141,3502101,61417,ANDRADINA,ANDRADINA,Preparador de Estruturas Metalicas,Indústria Automotiva,NÃO,CLT U/PJ IND,,,
1068,85,10,99,0,514320,32507,59,1,6,6,3,1,4,7,44,42,1,0,{ñ class},355030,2062,0,94,2,0000001477.13,000001.41,0000001002.19,000000.95,3250706,2,3,22.3,0,1,CNPJ,0,10,0,0,2020,7107,3550308,71072,SÃO PAULO,SAO PAULO,Faxineiro,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
9999,40,10,10,0,322230,84116,9999,1,6,5,5,4,8,5,40,48,0,0,0,354870,1031,N,212,99,0000001964.92,000002.49,0000001964.92,000002.49,8411600,2,10,269.6,0,1,CNPJ,N,30,N,N,2015,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,Auxiliar de Enfermagem,Outros,NÃO,ESTATUTARIO,,,
9999,20,20,99,0,715615,42219,9999,1,5,6,4,2,5,7,44,31,0,0,0,352430,2062,N,46,2,0000001445.12,000001.51,0000001440.31,000001.50,4221902,1,10,26.8,0,1,CNPJ,N,10,N,N,2018,6587,3524303,65870,JABOTICABAL,JABOTICABAL,Eletricista de Instalacoes,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
{ñ c,40,10,99,0,517215,84116,80,1,7,5,8,7,8,7,40,58,0,0,0,355030,1031,N,150,99,0000005168.32,000006.55,0000004312.50,000005.46,8411600,1,10,277.8,0,1,CNPJ,N,30,N,N,2015,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,10,0,717020,23303,9999,1,6,6,{ñ class},{ñ class},7,6,44,44,1,4,0,351620,2135,N,348,2,0000000000.00,000000.00,0000000000.00,000000.00,2330301,1,2,104.9,0,1,CNPJ,N,10,N,N,2006,6425,3516200,64254,FRANCA,FRANCA,Servente de Obras,Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
9999,70,10,99,0,513205,55108,9999,1,7,6,2,2,4,4,44,57,1,0,{ñ class},352360,2135,0,94,2,0000000798.65,000000.76,0000001573.70,000001.49,5510801,2,5,18.9,0,1,CNPJ,0,10,0,0,2020,6573,3523602,65730,ITIRAPINA,ITIRAPINA,Cozinheiro Geral,Outros,NÃO,CLT U/PJ IND,,,
9999,40,20,99,0,513405,55108,9999,1,5,6,4,3,4,5,44,34,1,0,0,351050,2305,N,86,2,0000001000.00,000001.60,0000001000.00,000001.60,5510801,1,5,12.9,0,1,CNPJ,N,10,N,N,2012,6311,3510500,63118,CARAGUATATUBA,CARAGUATATUBA,Garcom,Outros,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,782310,11135,9999,1,6,6,7,6,8,7,44,43,0,1,0,352390,2054,N,47,2,0000001711.27,000004.88,0000001666.27,000004.94,1113502,1,10,143.4,0,1,CNPJ,N,10,N,N,2006,6579,3523909,65790,ITU,ITU,Motorista de Furgao ou Veiculo Similar,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,862150,26108,9999,1,4,6,4,2,5,7,44,27,1,0,0,351380,2062,N,289,8,0000000800.80,000001.72,0000000622.78,000001.36,2610800,2,6,30.4,0,1,CNPJ,N,10,N,N,2009,6377,3513801,63770,DIADEMA,DIADEMA,"Operador de Maquinas Fixas, em Geral",Indústria Eletroeletrônica,CONTRIBUINTE,CLT U/PJ IND,,,
1047,10,10,99,0,521125,47113,21,1,3,6,2,2,4,7,44,24,0,0,0,355030,2054,N,70,8,0000000553.20,000000.88,0000000830.44,000001.33,4711302,1,7,12.6,0,1,CNPJ,N,10,N,N,2012,7107,3550308,71072,SÃO PAULO,SAO PAULO,Repositor de Mercadorias,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,10,10,40,0,911120,52290,9999,1,4,6,3,2,4,7,44,28,1,0,0,353870,2062,N,110,2,0000001000.00,000001.06,0000001159.40,000001.23,5229002,1,2,13.7,0,1,CNPJ,N,10,N,N,2017,6875,3538709,68756,PIRACICABA,PIRACICABA,Mecanico de Manutencao de Motores Diesel (Exceto de Veiculos Automotores),Indústria Automotiva,NÃO,CLT U/PJ IND,,,
9999,10,10,99,0,784205,10317,9999,1,3,6,5,3,4,4,44,20,0,0,0,350040,2062,N,45,2,0000001740.30,000002.20,0000001198.66,000001.51,1031700,1,4,20.2,0,1,CNPJ,N,10,N,N,2015,6107,3500402,61077,ÁGUAS DA PRATA,AGUAS DA PRATA,Alimentador de Linha de Producao,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,10,0,782220,10121,9999,1,3,6,5,3,3,8,44,21,0,5,0,355710,2062,N,27,4,0000001579.80,000002.18,0000001417.49,000001.95,1012101,1,10,7.7,2,1,CNPJ,N,10,N,N,2014,7245,3557105,72451,VOTUPORANGA,VOTUPORANGA,Operador de Empilhadeira,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
9999,40,10,99,0,784205,31012,9999,1,5,6,5,3,5,6,44,38,0,0,0,353870,2062,N,60,8,0000001605.24,000002.21,0000001098.98,000001.51,3101200,1,9,32.9,0,1,CNPJ,N,10,N,N,2014,6875,3538709,68756,PIRACICABA,PIRACICABA,Alimentador de Linha de Producao,Indústria de Madeira e Mobiliário,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,99,0,331110,84116,9999,1,5,4,5,5,7,7,30,35,0,0,0,351880,1031,N,3,99,0000001853.72,000002.98,0000001945.07,000003.12,8411600,2,10,101.9,0,1,CNPJ,N,31,N,N,2012,6477,3518800,64777,GUARULHOS,GUARULHOS,Auxiliar de Desenvolvimento Infantil,Outros,NÃO,ESTAT RGPS,,,
9999,30,10,99,0,514320,81222,9999,1,7,6,99,99,7,7,44,62,0,0,0,354995,2062,N,365,8,0000000000.00,000000.00,0000000000.00,000000.00,8122200,2,10,105.6,0,1,CNPJ,N,10,N,N,2017,5447,3549953,61905,SÃO LOURENÇO DA SERRA,SAO LOURENCO DA SERRA,Faxineiro,Indústria Química,NÃO,CLT U/PJ IND,,,
99,40,10,99,0,517215,84116,80,1,5,5,5,4,4,7,40,39,0,0,{ñ class},355030,1031,0,35,99,0000003026.17,000002.89,0000003133.44,000002.99,8411600,1,10,23.6,0,1,CNPJ,0,30,0,0,2020,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,10,0,514215,84116,9999,1,8,5,3,2,8,3,40,71,0,0,0,351790,1031,N,358,99,0000001417.75,000001.48,0000001382.29,000001.44,8411600,2,9,335.3,0,1,CNPJ,N,30,N,N,2018,6459,3517901,64599,GUARACI,GUARACI,Varredor de Rua,Outros,NÃO,ESTATUTARIO,,,
1060,20,10,{ñ class},0,373210,73190,53,1,4,5,6,6,4,7,36,27,0,4,0,355030,2054,N,17,2,0000001081.29,000003.08,0000001559.33,000004.62,7319099,1,6,20.9,0,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Tecnico em Operacao de Equipamento de Exibicao de Televisao,Outros,NÃO,CLT U/PJ IND,,,
1311,20,20,10,0,782220,23303,39,1,5,6,{ñ class},{ñ class},6,6,44,38,1,0,0,355030,2062,N,276,2,0000000000.00,000000.00,0000000000.00,000000.00,2330302,1,2,45.9,0,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Operador de Empilhadeira,Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,322220,86101,9999,1,6,5,{ñ class},4,6,6,36,48,0,0,0,352530,3999,N,272,2,0000000000.00,000000.00,0000000800.00,000002.20,8610101,2,8,56.7,0,1,CNPJ,N,10,N,N,2007,6607,3525300,66079,JAÚ,JAU,Tecnico de Enfermagem Psiquiatrica,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,771105,60217,9999,1,6,5,9,7,3,7,35,40,0,5,0,353440,2054,N,169,2,0000002781.41,000007.94,0000002290.10,000006.53,6021700,1,10,7.6,2,1,CNPJ,N,10,N,N,2006,6789,3534401,67890,OSASCO,OSASCO,Marceneiro,Indústria das Telecomunicações e Tecnologia da Informação,NÃO,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,752305,23427,9999,1,6,6,4,3,7,5,44,47,1,8,0,350950,2062,N,365,8,0000000565.40,000001.61,0000000565.40,000001.67,2342702,1,4,76.9,0,1,CNPJ,N,10,N,N,2006,6291,3509502,62910,CAMPINAS,CAMPINAS,Ceramista,Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
{ñ class},40,10,40,0,334110,84116,80,1,6,5,4,3,8,7,40,43,0,0,0,355030,1031,N,34,{ñ class},0000000824.50,000001.77,0000000869.27,000001.88,8411600,2,10,162.8,0,1,CNPJ,N,31,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Inspetor de Alunos de Escola Publica,Outros,NÃO,ESTAT RGPS,,,
9999,50,10,99,0,322205,86101,9999,1,4,4,7,5,7,7,30,26,0,0,0,350750,1112,N,115,99,0000004386.01,000004.39,0000003028.84,000003.03,8610102,2,9,74.9,0,1,CNPJ,N,31,N,N,2019,6249,3507506,62499,BOTUCATU,BOTUCATU,Tecnico de Enfermagem,Ausente da Carteira,NÃO,ESTAT RGPS,,,
9999,30,20,99,0,411005,32990,9999,1,6,6,5,3,8,4,44,48,0,0,0,353440,2062,N,117,2,0000001507.20,000002.08,0000001435.70,000001.97,3299099,1,7,133.9,0,1,CNPJ,N,10,N,N,2014,6789,3534401,67890,OSASCO,OSASCO,"Auxiliar de Escritorio, em Geral",Indústria do Plástico e da Borracha,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,99,0,821450,24521,9999,1,6,6,2,2,4,7,44,42,1,0,0,351880,2062,N,179,2,0000000795.00,000000.83,0000001389.35,000001.45,2452100,1,5,20.9,0,1,CNPJ,N,10,N,N,2018,6477,3518800,64777,GUARULHOS,GUARULHOS,Rebarbador de Metal,Indústria Metalmecânica,CONTRIBUINTE,CLT U/PJ IND,,,
{ñ class},10,10,{ñ class},0,517215,84116,80,1,5,5,6,5,8,7,40,38,0,0,0,355030,1023,N,304,{ñ class},0000001506.16,000003.62,0000001506.13,000003.62,8411600,1,10,134.7,0,1,CNPJ,N,30,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,{ñ class},0,782220,24229,9999,1,3,6,5,3,6,7,44,21,0,0,0,351880,2062,N,125,2,0000001003.09,000002.41,0000000784.92,000001.91,2422901,1,5,40.9,0,1,CNPJ,N,10,N,N,2008,6477,3518800,64777,GUARULHOS,GUARULHOS,Operador de Empilhadeira,Indústria Metalmecânica,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,622505,1318,9999,1,7,6,{ñ class},1,2,2,44,52,0,7,0,353150,3999,N,111,2,0000000000.00,000000.00,0000000431.71,000000.92,131800,1,10,5.8,2,3,CEI,N,25,N,N,2009,6731,3531506,67318,MONTE AZUL PAULISTA,MONTE AZUL PAULISTA,Trabalhador no Cultivo de Arvores Frutiferas,Ausente da Carteira,NÃO,CLT R/PF IND,,,
9999,10,10,{ñ class},0,514320,47130,9999,1,6,6,{ñ class},3,7,5,44,45,0,0,0,353950,2143,N,148,2,0000000000.00,000000.00,0000000783.92,000001.70,4713001,2,7,77.6,0,1,CNPJ,N,10,N,N,2009,6891,3539509,68918,PITANGUEIRAS,PITANGUEIRAS,Faxineiro,Outros,NÃO,CLT U/PJ IND,,,
9999,10,10,99,0,391115,47890,9999,1,5,6,99,2,6,7,44,34,0,0,0,352250,2046,N,179,8,0000000000.00,000000.00,0000001230.85,000001.39,4789099,2,10,38.9,0,1,CNPJ,N,10,N,N,2016,6551,3522505,65510,ITAPEVI,ITAPEVI,Controlador de Entrada e Saida,Outros,NÃO,CLT U/PJ IND,,,
134,40,10,99,0,141710,64221,71,1,6,5,12,10,8,9,40,46,0,0,0,355030,2046,N,222,2,0000022785.87,000023.88,0000017932.76,000018.79,6422100,2,5,329.9,0,1,CNPJ,N,10,N,N,2018,7107,3550308,71072,SÃO PAULO,SAO PAULO,Gerente de Agencia,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
{ñ c,10,10,40,0,331105,84116,80,1,8,4,8,7,8,9,30,67,0,0,0,355030,1031,N,260,99,0000004540.44,000005.76,0000004671.75,000005.92,8411600,2,10,135.0,0,1,CNPJ,N,30,N,N,2015,7107,3550308,71072,SÃO PAULO,SAO PAULO,Professor de Nivel Medio na Educacao Infantil,Outros,NÃO,ESTATUTARIO,,,
2,10,10,{ñ class},0,848510,47113,6,1,5,6,6,5,7,6,44,36,0,4,0,355030,2062,N,303,2,0000001401.91,000004.00,0000001201.26,000003.42,4711302,1,8,68.9,0,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Acougueiro,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,784205,29417,9999,1,5,6,{ñ class},5,8,5,44,39,0,5,0,353340,2062,N,302,2,0000000000.00,000000.00,0000001224.37,000003.78,00000-1,1,10,175.4,0,1,CNPJ,N,10,N,N,2006,6769,3533403,67695,NOVA ODESSA,NOVA ODESSA,Alimentador de Linha de Producao,Outros,NÃO,CLT U/PJ IND,,,
1395,10,10,{ñ class},0,717020,43991,20,1,4,6,4,3,3,2,44,27,0,1,0,355030,2062,N,117,2,0000000793.38,000001.70,0000000706.58,000001.53,4399199,1,7,11.3,2,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Servente de Obras,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
9999,40,10,{ñ class},0,782405,49221,9999,1,6,6,3,5,6,4,44,44,0,0,0,355100,2062,N,196,8,0000000510.94,000001.09,0000001734.09,000003.72,4922101,1,10,41.9,0,1,CNPJ,N,10,N,N,2009,7121,3551009,71218,SÃO VICENTE,SAO VICENTE,Motorista de Onibus Rodoviario,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
1433,10,10,40,0,951105,49124,36,1,5,5,9,8,7,9,40,36,0,0,0,355030,2038,N,42,8,0000008666.24,000009.08,0000008037.66,000008.42,4912403,1,10,80.4,0,1,CNPJ,N,10,N,N,2018,7107,3550308,71072,SÃO PAULO,SAO PAULO,Eletricista de Manutencao Eletroeletronica,Logística,CONTRIBUINTE,CLT U/PJ IND,,,
